"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"CVD_Risk_Behaviour_1.nlogox"
"gamma_sweep"
"07/24/2026 01:56:28:138 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","gamma_behavior","[step]","report-mean-risk","death-count","count people","rewiring-events","report-mean-friends"
"6","1","73","3.550724637681159","16","276","391","9.159420289855072"
"2","1","67","4.080971659919029","17","247","369","9.51417004048583"
"3","2","70","3.917910447761194","14","268","351","9.462686567164178"
"6","1","74","3.9420289855072466","16","276","391","9.159420289855072"
"1","0.5","59","3.967611336032389","11","247","323","9.303643724696355"
"4","4","85","3.6528301886792454","20","265","522","9.260377358490565"
"6","1","75","3.9454545454545453","16","275","391","9.12"
"2","1","68","4.08130081300813","17","246","369","9.471544715447154"
"4","4","86","3.9507575757575757","20","264","522","9.219696969696969"
"1","0.5","60","3.97165991902834","11","247","323","9.303643724696355"
"4","4","87","3.9507575757575757","20","264","522","9.219696969696969"
"3","2","71","3.9213483146067416","14","267","351","9.423220973782772"
"2","1","69","4.081632653061225","17","245","369","9.428571428571429"
"5","0.5","73","3.617760617760618","24","259","390","9.258687258687258"
"3","2","72","3.9213483146067416","14","267","351","9.423220973782772"
"5","0.5","74","3.9613899613899615","24","259","390","9.258687258687258"
"5","0.5","75","3.9689922480620154","24","258","390","9.217054263565892"
"6","1","76","3.9525547445255476","16","274","407","9.197080291970803"
"4","4","88","3.9545454545454546","20","264","537","9.333333333333334"
"6","1","77","3.95970695970696","17","273","407","9.157509157509157"
"4","4","89","3.9615384615384617","22","260","537","9.169230769230769"
"6","1","78","3.9633699633699635","17","273","407","9.157509157509157"
"2","1","70","4.081632653061225","17","245","384","9.551020408163266"
"4","4","90","3.949612403100775","22","258","537","9.131782945736434"
"1","0.5","61","3.798449612403101","11","258","343","9.449612403100776"
"5","0.5","76","3.96484375","25","256","402","9.2265625"
"2","1","71","4.082304526748971","19","243","384","9.465020576131687"
"5","0.5","77","3.9682539682539684","27","252","402","9.095238095238095"
"3","2","73","3.6736842105263157","14","285","362","9.20701754385965"
"3","2","74","3.933098591549296","15","284","362","9.169014084507042"
"2","1","72","4.082304526748971","19","243","384","9.465020576131687"
"1","0.5","62","3.992248062015504","11","258","343","9.449612403100776"
"6","1","79","3.9669117647058822","17","272","423","9.235294117647058"
"5","0.5","78","3.967871485943775","28","249","402","8.987951807228916"
"3","2","75","3.908450704225352","15","284","362","9.169014084507042"
"4","4","91","3.9450980392156865","23","255","558","9.176470588235293"
"1","0.5","63","3.98046875","12","256","343","9.3671875"
"6","1","80","3.9669117647058822","17","272","423","9.235294117647058"
"4","4","92","3.9450980392156865","23","255","558","9.176470588235293"
"6","1","81","3.9705882352941178","17","272","423","9.235294117647058"
"4","4","93","3.952755905511811","23","254","558","9.133858267716535"
"2","1","73","3.8333333333333335","19","258","399","9.317829457364342"
"1","0.5","64","3.988235294117647","13","255","355","9.419607843137255"
"3","2","76","3.911660777385159","16","283","379","9.250883392226148"
"5","0.5","79","3.967741935483871","29","248","432","9.185483870967742"
"2","1","74","4.089147286821706","19","258","399","9.317829457364342"
"3","2","77","3.914285714285714","18","280","379","9.142857142857142"
"6","1","82","3.9669117647058822","17","272","440","9.360294117647058"
"4","4","94","3.952191235059761","25","251","590","9.266932270916335"
"1","0.5","65","3.9881889763779528","13","254","355","9.377952755905511"
"5","0.5","80","3.967741935483871","29","248","432","9.185483870967742"
"6","1","83","3.9667896678966788","18","271","440","9.321033210332104"
"4","4","95","3.952","25","250","590","9.256"
"3","2","78","3.914285714285714","18","280","379","9.142857142857142"
"2","1","75","4.093385214007782","20","257","399","9.27626459143969"
"4","4","96","3.952","25","250","590","9.256"
"5","0.5","81","3.967611336032389","29","247","432","9.1417004048583"
"1","0.5","66","3.984251968503937","13","254","355","9.377952755905511"
"6","1","84","3.966666666666667","19","270","440","9.281481481481482"
"2","1","76","4.094117647058823","21","255","406","9.24705882352941"
"2","1","77","4.095238095238095","21","252","406","9.126984126984127"
"1","0.5","67","3.9881889763779528","13","254","371","9.503937007874017"
"2","1","78","4.092","22","250","406","9.04"
"3","2","79","3.9136690647482015","18","278","394","9.172661870503598"
"5","0.5","82","3.9673469387755103","31","245","456","9.248979591836735"
"1","0.5","68","3.9881422924901186","14","253","371","9.462450592885375"
"5","0.5","83","3.9672131147540983","31","244","456","9.204918032786885"
"3","2","80","3.9047619047619047","18","273","394","9.018315018315018"
"4","4","97","3.576642335766423","25","274","608","9.18978102189781"
"4","4","98","3.956043956043956","26","273","608","9.15018315018315"
"4","4","99","3.95970695970696","26","273","608","9.15018315018315"
"5","0.5","84","3.9670781893004117","31","243","456","9.168724279835391"
"3","2","81","3.8974358974358974","18","273","394","9.018315018315018"
"1","0.5","69","3.984189723320158","14","253","371","9.462450592885375"
"6","1","85","3.852517985611511","19","278","457","9.46043165467626"
"6","1","86","3.9676258992805757","19","278","457","9.46043165467626"
"2","1","79","4.089068825910931","22","247","438","9.182186234817813"
"6","1","87","3.9709090909090907","19","275","457","9.352727272727273"
"4","4","100","3.95970695970696","26","273","628","9.296703296703297"
"1","0.5","70","3.992063492063492","15","252","378","9.476190476190476"
"2","1","80","4.080971659919029","22","247","438","9.182186234817813"
"4","4","101","3.9267399267399266","26","273","628","9.296703296703297"
"5","0.5","85","3.7065637065637067","32","259","481","9.212355212355213"
"3","2","82","3.8974358974358974","18","273","425","9.245421245421245"
"1","0.5","71","3.9801587301587302","15","252","378","9.476190476190476"
"4","4","102","3.925925925925926","27","270","628","9.177777777777777"
"2","1","81","4.08130081300813","23","246","438","9.138211382113822"
"5","0.5","86","3.996138996138996","32","259","481","9.212355212355213"
"3","2","83","3.901098901098901","18","273","425","9.245421245421245"
"3","2","84","3.900735294117647","19","272","425","9.205882352941176"
"1","0.5","72","3.99601593625498","16","251","378","9.434262948207172"
"5","0.5","87","3.996138996138996","32","259","481","9.212355212355213"
"6","1","88","3.9745454545454546","19","275","473","9.469090909090909"
"6","1","89","3.9817518248175183","19","274","473","9.430656934306569"
"4","4","103","3.925925925925926","27","270","647","9.318518518518518"
"2","1","82","4.08130081300813","23","246","457","9.292682926829269"
"4","4","104","3.925650557620818","27","269","647","9.278810408921933"
"6","1","90","3.9853479853479854","19","273","473","9.391941391941392"
"2","1","83","4.0894308943089435","23","246","457","9.292682926829269"
"5","0.5","88","3.9922779922779923","32","259","488","9.266409266409266"
"4","4","105","3.925373134328358","28","268","647","9.238805970149254"
"2","1","84","4.085365853658536","23","246","457","9.292682926829269"
"5","0.5","89","3.996138996138996","32","259","488","9.266409266409266"
"1","0.5","73","3.835249042145594","16","261","391","9.432950191570882"
"3","2","85","3.704225352112676","19","284","447","9.359154929577464"
"5","0.5","90","3.992217898832685","33","257","488","9.182879377431906"
"3","2","86","3.936619718309859","19","284","447","9.359154929577464"
"1","0.5","74","3.996168582375479","16","261","391","9.432950191570882"
"3","2","87","3.926056338028169","19","284","447","9.359154929577464"
"6","1","91","3.981549815498155","19","271","486","9.424354243542435"
"4","4","106","3.925373134328358","28","268","671","9.417910447761194"
"1","0.5","75","3.9808429118773945","16","261","391","9.432950191570882"
"4","4","107","3.9210526315789473","29","266","671","9.353383458646617"
"6","1","92","3.9888059701492535","19","268","486","9.335820895522389"
"5","0.5","91","3.99609375","34","256","498","9.21875"
"4","4","108","3.9210526315789473","29","266","671","9.353383458646617"
"6","1","93","3.988721804511278","21","266","486","9.25563909774436"
"5","0.5","92","3.99609375","34","256","498","9.21875"
"3","2","88","3.929328621908127","20","283","460","9.413427561837455"
"2","1","85","3.749063670411985","23","267","467","9.198501872659175"
"5","0.5","93","4","34","255","498","9.176470588235293"
"3","2","89","3.925531914893617","20","282","460","9.375886524822695"
"3","2","90","3.925266903914591","20","281","460","9.338078291814947"
"1","0.5","76","3.9846153846153847","17","260","396","9.430769230769231"
"2","1","86","4.06390977443609","24","266","467","9.157894736842104"
"1","0.5","77","3.9845559845559846","17","259","396","9.38996138996139"
"2","1","87","4.060377358490566","24","265","467","9.116981132075471"
"5","0.5","94","4","34","255","511","9.27843137254902"
"4","4","109","3.75","30","276","684","9.442028985507246"
"6","1","94","3.9849624060150375","21","266","515","9.473684210526315"
"1","0.5","78","3.9883268482490273","17","257","396","9.315175097276265"
"5","0.5","95","3.9960629921259843","34","254","511","9.244094488188976"
"4","4","110","3.9054545454545453","31","275","684","9.403636363636364"
"4","4","111","3.908759124087591","31","274","684","9.379562043795621"
"6","1","95","3.9886363636363638","21","264","515","9.393939393939394"
"5","0.5","96","3.9960474308300395","34","253","511","9.201581027667984"
"3","2","91","3.9285714285714284","20","280","478","9.428571428571429"
"6","1","96","3.9847908745247147","22","263","515","9.361216730038024"
"3","2","92","3.931899641577061","20","279","478","9.390681003584229"
"2","1","88","4.052830188679246","24","265","480","9.215094339622642"
"3","2","93","3.927797833935018","21","277","478","9.31407942238267"
"4","4","112","3.908759124087591","31","274","696","9.467153284671532"
"2","1","89","4.053231939163498","26","263","480","9.133079847908744"
"4","4","113","3.9014598540145986","31","274","696","9.467153284671532"
"1","0.5","79","3.9844357976653697","17","257","407","9.400778210116732"
"4","4","114","3.9014598540145986","31","274","696","9.467153284671532"
"2","1","90","4.0534351145038165","27","262","480","9.091603053435115"
"5","0.5","97","3.7032967032967035","34","273","530","9.157509157509157"
"1","0.5","80","3.9921259842519685","17","254","407","9.275590551181102"
"5","0.5","98","4.029411764705882","34","272","530","9.117647058823529"
"1","0.5","81","3.992063492063492","19","252","407","9.19047619047619"
"3","2","94","3.927536231884058","22","276","497","9.420289855072463"
"4","4","115","3.9014598540145986","31","274","704","9.525547445255475"
"5","0.5","99","4.029520295202952","34","271","530","9.07749077490775"
"6","1","97","3.617241379310345","22","290","531","9.179310344827586"
"4","4","116","3.9014598540145986","31","274","704","9.525547445255475"
"3","2","95","3.931159420289855","22","276","497","9.420289855072463"
"6","1","98","3.9931034482758623","22","290","531","9.179310344827586"
"2","1","91","4.0534351145038165","27","262","490","9.16793893129771"
"3","2","96","3.931159420289855","22","276","497","9.420289855072463"
"4","4","117","3.9080882352941178","31","272","704","9.448529411764707"
"2","1","92","4.053639846743295","27","261","490","9.126436781609195"
"6","1","99","3.9930555555555554","22","288","531","9.104166666666666"
"2","1","93","4.053639846743295","27","261","490","9.126436781609195"
"5","0.5","100","4.029520295202952","34","271","549","9.217712177121772"
"1","0.5","82","3.992063492063492","19","252","432","9.38888888888889"
"4","4","118","3.9074074074074074","32","270","716","9.459259259259259"
"4","4","119","3.9074074074074074","32","270","716","9.459259259259259"
"5","0.5","101","4.029629629629629","34","270","549","9.177777777777777"
"1","0.5","83","3.99203187250996","20","251","432","9.354581673306773"
"4","4","120","3.9074074074074074","32","270","716","9.459259259259259"
"5","0.5","102","4.029739776951673","34","269","549","9.137546468401487"
"6","1","100","3.9965277777777777","22","288","549","9.229166666666666"
"1","0.5","84","3.992","20","250","432","9.312"
"6","1","101","3.9895104895104896","23","286","549","9.153846153846153"
"2","1","94","4.053639846743295","27","261","505","9.241379310344827"
"6","1","102","3.993006993006993","23","286","549","9.153846153846153"
"3","2","97","3.6375838926174495","22","298","509","9.194630872483222"
"2","1","95","4.054054054054054","28","259","505","9.158301158301159"
"3","2","98","3.9060402684563758","22","298","509","9.194630872483222"
"2","1","96","4.054474708171206","30","257","505","9.081712062256809"
"3","2","99","3.9494949494949494","22","297","509","9.158249158249157"
"5","0.5","103","4.029739776951673","34","269","565","9.256505576208179"
"5","0.5","104","4.029739776951673","34","269","565","9.256505576208179"
"7","2","0","4.034334763948498","0","233","0","9.133047210300429"
"5","0.5","105","4.029850746268656","34","268","565","9.216417910447761"
"6","1","103","3.9895104895104896","23","286","569","9.293706293706293"
"1","0.5","85","3.6951672862453533","20","269","447","9.263940520446097"
"3","2","100","3.952861952861953","22","297","525","9.265993265993266"
"6","1","104","3.992982456140351","24","285","569","9.256140350877192"
"1","0.5","86","3.99250936329588","20","267","447","9.183520599250937"
"6","1","105","3.98943661971831","24","284","569","9.21830985915493"
"3","2","101","3.962962962962963","22","297","525","9.265993265993266"
"1","0.5","87","4.007518796992481","21","266","447","9.142857142857142"
"3","2","102","3.962962962962963","22","297","525","9.265993265993266"
"7","2","1","4.137931034482759","0","232","22","9.28448275862069"
"2","1","97","3.816849816849817","30","273","527","9.245421245421245"
"7","2","2","4.138528138528138","0","231","22","9.238095238095237"
"7","2","3","4.100436681222708","1","229","22","9.152838427947598"
"2","1","98","4.092250922509225","30","271","527","9.195571955719558"
"5","0.5","106","4.0299625468164795","35","267","580","9.295880149812733"
"2","1","99","4.092592592592593","31","270","527","9.155555555555555"
"5","0.5","107","4.030075187969925","36","266","580","9.263157894736842"
"5","0.5","108","4.033962264150944","36","265","580","9.230188679245282"
"3","2","103","3.9594594594594597","23","296","534","9.29054054054054"
"6","1","106","3.989399293286219","25","283","580","9.257950530035336"
"7","2","4","4.100436681222708","1","229","52","9.414847161572052"
"1","0.5","88","4.011278195488722","21","266","468","9.300751879699249"
"3","2","104","3.9628378378378377","23","296","534","9.29054054054054"
"6","1","107","3.9823321554770317","25","283","580","9.257950530035336"
"7","2","5","4.101321585903084","1","227","52","9.321585903083701"
"7","2","6","4.101321585903084","1","227","52","9.321585903083701"
"1","0.5","89","4.003773584905661","22","265","468","9.260377358490565"
"6","1","108","3.9893617021276597","26","282","580","9.21985815602837"
"3","2","105","3.9594594594594597","23","296","534","9.29054054054054"
"2","1","100","4.093283582089552","31","268","543","9.194029850746269"
"1","0.5","90","4.007575757575758","22","264","468","9.257575757575758"
"2","1","101","4.093984962406015","32","266","543","9.142857142857142"
"2","1","102","4.09433962264151","33","265","543","9.10188679245283"
